,dates,day_of_week,year,month,count
2367,2014-09-23 08:39:15,Tuesday,2014,9,1
2368,2014-09-23 06:30:00,Tuesday,2014,9,1
2369,2014-09-23 06:16:59,Tuesday,2014,9,1
2370,2014-09-22 13:30:01,Monday,2014,9,1
2371,2014-09-22 12:00:01,Monday,2014,9,1
2372,2014-09-22 10:30:01,Monday,2014,9,1
2373,2014-09-22 08:30:00,Monday,2014,9,1
2374,2014-09-22 06:32:52,Monday,2014,9,1
2375,2014-09-21 13:30:01,Sunday,2014,9,1
2376,2014-09-21 11:30:03,Sunday,2014,9,1
2377,2014-09-21 08:30:04,Sunday,2014,9,1
2378,2014-09-21 05:30:00,Sunday,2014,9,1
2379,2014-09-20 13:30:01,Saturday,2014,9,1
2380,2014-09-20 11:30:00,Saturday,2014,9,1
2381,2014-09-20 09:30:00,Saturday,2014,9,1
2382,2014-09-20 07:20:08,Saturday,2014,9,1
2383,2014-09-19 12:30:05,Friday,2014,9,1
2384,2014-09-19 10:43:20,Friday,2014,9,1
2385,2014-09-19 08:30:04,Friday,2014,9,1
2386,2014-09-19 06:36:21,Friday,2014,9,1
2387,2014-09-18 11:30:05,Thursday,2014,9,1
2388,2014-09-18 10:37:45,Thursday,2014,9,1
2389,2014-09-18 07:33:31,Thursday,2014,9,1
2390,2014-09-18 05:34:20,Thursday,2014,9,1
2391,2014-09-17 11:00:01,Wednesday,2014,9,1
2392,2014-09-17 09:26:25,Wednesday,2014,9,1
2393,2014-09-17 05:52:01,Wednesday,2014,9,1
2394,2014-09-16 15:00:02,Tuesday,2014,9,1
2395,2014-09-16 13:21:18,Tuesday,2014,9,1
2396,2014-09-16 09:08:59,Tuesday,2014,9,1
2397,2014-09-16 05:24:58,Tuesday,2014,9,1
2398,2014-09-15 23:20:00,Monday,2014,9,1
2399,2014-09-15 15:48:17,Monday,2014,9,1
2400,2014-09-15 13:00:07,Monday,2014,9,1
2401,2014-09-15 10:10:29,Monday,2014,9,1
2402,2014-09-15 07:30:01,Monday,2014,9,1
2403,2014-09-15 05:44:27,Monday,2014,9,1
2404,2014-09-14 13:00:02,Sunday,2014,9,1
2405,2014-09-14 11:00:02,Sunday,2014,9,1
2406,2014-09-14 05:47:18,Sunday,2014,9,1
2407,2014-09-13 14:27:37,Saturday,2014,9,1
2408,2014-09-13 13:30:01,Saturday,2014,9,1
2409,2014-09-13 07:50:35,Saturday,2014,9,1
2410,2014-09-13 06:30:00,Saturday,2014,9,1
2411,2014-09-12 13:30:07,Friday,2014,9,1
2412,2014-09-12 10:30:03,Friday,2014,9,1
2413,2014-09-12 08:16:38,Friday,2014,9,1
2414,2014-09-12 05:20:18,Friday,2014,9,1
2415,2014-09-11 14:00:04,Thursday,2014,9,1
2416,2014-09-11 11:30:04,Thursday,2014,9,1
2417,2014-09-11 10:00:00,Thursday,2014,9,1
2418,2014-09-11 08:30:03,Thursday,2014,9,1
2419,2014-09-11 06:01:45,Thursday,2014,9,1
2420,2014-09-10 14:00:07,Wednesday,2014,9,1
2421,2014-09-10 11:30:05,Wednesday,2014,9,1
2422,2014-09-10 07:30:05,Wednesday,2014,9,1
2423,2014-09-10 05:57:17,Wednesday,2014,9,1
2424,2014-09-09 14:00:06,Tuesday,2014,9,1
2425,2014-09-09 11:57:33,Tuesday,2014,9,1
2426,2014-09-09 09:06:40,Tuesday,2014,9,1
2427,2014-09-09 07:20:36,Tuesday,2014,9,1
2428,2014-09-08 13:30:04,Monday,2014,9,1
2429,2014-09-08 11:00:04,Monday,2014,9,1
2430,2014-09-08 08:22:08,Monday,2014,9,1
2431,2014-09-08 05:41:56,Monday,2014,9,1
2432,2014-09-07 09:30:00,Sunday,2014,9,1
2433,2014-09-07 05:30:02,Sunday,2014,9,1
2434,2014-09-06 13:30:00,Saturday,2014,9,1
2435,2014-09-06 11:34:01,Saturday,2014,9,1
2436,2014-09-05 14:00:05,Friday,2014,9,1
2437,2014-09-05 11:30:05,Friday,2014,9,1
2438,2014-09-05 08:30:06,Friday,2014,9,1
2439,2014-09-05 06:15:49,Friday,2014,9,1
2440,2014-09-04 14:00:03,Thursday,2014,9,1
2441,2014-09-04 11:00:04,Thursday,2014,9,1
2442,2014-09-04 08:30:00,Thursday,2014,9,1
2443,2014-09-04 05:50:56,Thursday,2014,9,1
2444,2014-09-03 14:00:07,Wednesday,2014,9,1
2445,2014-09-03 11:00:04,Wednesday,2014,9,1
2446,2014-09-03 08:30:04,Wednesday,2014,9,1
2447,2014-09-03 05:43:59,Wednesday,2014,9,1
2448,2014-09-02 14:00:08,Tuesday,2014,9,1
2449,2014-09-02 12:00:04,Tuesday,2014,9,1
2450,2014-09-02 09:30:01,Tuesday,2014,9,1
2451,2014-09-02 07:30:07,Tuesday,2014,9,1
2452,2014-09-01 17:08:00,Monday,2014,9,1
2453,2014-09-01 14:00:00,Monday,2014,9,1
2454,2014-09-01 11:00:04,Monday,2014,9,1
2455,2014-09-01 08:21:03,Monday,2014,9,1
2456,2014-08-31 10:40:00,Sunday,2014,8,1
2457,2014-08-30 13:30:02,Saturday,2014,8,1
2458,2014-08-30 11:51:41,Saturday,2014,8,1
2459,2014-08-29 13:30:01,Friday,2014,8,1
2460,2014-08-29 11:30:05,Friday,2014,8,1
2461,2014-08-29 08:39:57,Friday,2014,8,1
2462,2014-08-29 06:43:54,Friday,2014,8,1
2463,2014-08-28 13:30:05,Thursday,2014,8,1
2464,2014-08-28 10:30:01,Thursday,2014,8,1
2465,2014-08-28 07:35:04,Thursday,2014,8,1
2466,2014-08-28 06:01:24,Thursday,2014,8,1
2467,2014-08-27 13:00:06,Wednesday,2014,8,1
2468,2014-08-27 10:40:01,Wednesday,2014,8,1
2469,2014-08-27 08:18:11,Wednesday,2014,8,1
2470,2014-08-27 06:28:05,Wednesday,2014,8,1
2471,2014-08-26 14:40:05,Tuesday,2014,8,1
2472,2014-08-26 12:56:13,Tuesday,2014,8,1
2473,2014-08-26 07:40:01,Tuesday,2014,8,1
2474,2014-08-26 05:39:23,Tuesday,2014,8,1
2475,2014-08-25 13:30:07,Monday,2014,8,1
2476,2014-08-25 11:00:01,Monday,2014,8,1
2477,2014-08-25 08:49:13,Monday,2014,8,1
2478,2014-08-25 05:09:09,Monday,2014,8,1
2479,2014-08-24 11:30:00,Sunday,2014,8,1
2480,2014-08-24 08:30:00,Sunday,2014,8,1
2481,2014-08-24 05:30:01,Sunday,2014,8,1
2482,2014-08-23 13:30:04,Saturday,2014,8,1
2483,2014-08-23 09:43:59,Saturday,2014,8,1
2484,2014-08-22 11:30:04,Friday,2014,8,1
2485,2014-08-22 07:56:34,Friday,2014,8,1
2486,2014-08-22 06:03:46,Friday,2014,8,1
2487,2014-08-21 14:00:07,Thursday,2014,8,1
2488,2014-08-21 14:00:05,Thursday,2014,8,1
2489,2014-08-21 11:30:07,Thursday,2014,8,1
2490,2014-08-21 09:18:54,Thursday,2014,8,1
2491,2014-08-21 05:53:34,Thursday,2014,8,1
2492,2014-08-20 13:30:01,Wednesday,2014,8,1
2493,2014-08-20 10:27:11,Wednesday,2014,8,1
2494,2014-08-20 10:27:10,Wednesday,2014,8,1
2495,2014-08-20 10:27:10,Wednesday,2014,8,1
2496,2014-08-20 07:50:31,Wednesday,2014,8,1
2497,2014-08-20 05:34:42,Wednesday,2014,8,1
2498,2014-08-19 10:11:02,Tuesday,2014,8,1
2499,2014-08-19 06:13:47,Tuesday,2014,8,1
2500,2014-08-19 02:42:00,Tuesday,2014,8,1
2501,2014-08-18 10:30:01,Monday,2014,8,1
2502,2014-08-18 08:37:05,Monday,2014,8,1
2503,2014-08-18 06:23:41,Monday,2014,8,1
2504,2014-08-18 00:24:00,Monday,2014,8,1
2505,2014-08-17 05:30:01,Sunday,2014,8,1
2506,2014-08-16 13:30:01,Saturday,2014,8,1
2507,2014-08-15 23:00:00,Friday,2014,8,1
2508,2014-08-15 14:00:02,Friday,2014,8,1
2509,2014-08-15 12:00:06,Friday,2014,8,1
2510,2014-08-15 10:43:25,Friday,2014,8,1
2511,2014-08-15 09:24:38,Friday,2014,8,1
2512,2014-08-15 05:00:03,Friday,2014,8,1
2513,2014-08-14 12:58:15,Thursday,2014,8,1
2514,2014-08-14 09:29:53,Thursday,2014,8,1
2515,2014-08-14 06:14:27,Thursday,2014,8,1
2516,2014-08-13 13:55:39,Wednesday,2014,8,1
2517,2014-08-13 12:19:18,Wednesday,2014,8,1
2518,2014-08-13 08:40:10,Wednesday,2014,8,1
2519,2014-08-13 05:16:22,Wednesday,2014,8,1
2520,2014-08-12 12:45:04,Tuesday,2014,8,1
2521,2014-08-12 10:45:01,Tuesday,2014,8,1
2522,2014-08-12 08:48:58,Tuesday,2014,8,1
2523,2014-08-12 07:04:19,Tuesday,2014,8,1
2524,2014-08-12 04:12:54,Tuesday,2014,8,1
2525,2014-08-11 13:30:06,Monday,2014,8,1
2526,2014-08-11 13:30:03,Monday,2014,8,1
2527,2014-08-11 10:30:04,Monday,2014,8,1
2528,2014-08-11 08:06:03,Monday,2014,8,1
2529,2014-08-11 06:01:21,Monday,2014,8,1
2530,2014-08-10 10:52:05,Sunday,2014,8,1
2531,2014-08-10 10:41:20,Sunday,2014,8,1
2532,2014-08-10 07:30:16,Sunday,2014,8,1
2533,2014-08-09 13:30:01,Saturday,2014,8,1
2534,2014-08-09 11:30:01,Saturday,2014,8,1
2535,2014-08-09 09:20:45,Saturday,2014,8,1
2536,2014-08-09 09:17:31,Saturday,2014,8,1
2537,2014-08-08 14:00:03,Friday,2014,8,1
2538,2014-08-08 12:36:29,Friday,2014,8,1
2539,2014-08-08 08:30:06,Friday,2014,8,1
2540,2014-08-08 06:04:56,Friday,2014,8,1
2541,2014-08-07 14:00:05,Thursday,2014,8,1
2542,2014-08-07 11:30:00,Thursday,2014,8,1
2543,2014-08-07 10:00:04,Thursday,2014,8,1
2544,2014-08-07 09:00:06,Thursday,2014,8,1
2545,2014-08-07 06:12:38,Thursday,2014,8,1
2546,2014-08-06 14:14:48,Wednesday,2014,8,1
2547,2014-08-06 12:01:46,Wednesday,2014,8,1
2548,2014-08-06 10:02:45,Wednesday,2014,8,1
2549,2014-08-06 05:37:16,Wednesday,2014,8,1
2550,2014-08-05 14:07:59,Tuesday,2014,8,1
2551,2014-08-05 11:54:15,Tuesday,2014,8,1
2552,2014-08-05 09:18:02,Tuesday,2014,8,1
2553,2014-08-05 06:39:04,Tuesday,2014,8,1
2554,2014-08-04 14:30:08,Monday,2014,8,1
2555,2014-08-04 13:19:05,Monday,2014,8,1
2556,2014-08-04 09:30:06,Monday,2014,8,1
2557,2014-08-04 07:30:04,Monday,2014,8,1
2558,2014-08-04 05:28:25,Monday,2014,8,1
2559,2014-08-03 10:00:02,Sunday,2014,8,1
2560,2014-08-03 06:41:56,Sunday,2014,8,1
2561,2014-08-02 13:30:01,Saturday,2014,8,1
2562,2014-08-02 06:30:00,Saturday,2014,8,1
2563,2014-08-01 14:00:04,Friday,2014,8,1
2564,2014-08-01 12:30:01,Friday,2014,8,1
2565,2014-08-01 10:55:14,Friday,2014,8,1
2566,2014-08-01 05:15:49,Friday,2014,8,1
2567,2014-08-01 05:05:58,Friday,2014,8,1
2568,2014-07-31 20:34:00,Thursday,2014,7,1
2569,2014-07-31 14:30:01,Thursday,2014,7,1
2570,2014-07-31 13:00:07,Thursday,2014,7,1
2571,2014-07-31 13:00:05,Thursday,2014,7,1
2572,2014-07-31 11:00:05,Thursday,2014,7,1
2573,2014-07-31 09:03:55,Thursday,2014,7,1
2574,2014-07-31 06:15:12,Thursday,2014,7,1
2575,2014-07-30 12:37:53,Wednesday,2014,7,1
2576,2014-07-30 10:54:02,Wednesday,2014,7,1
2577,2014-07-30 08:30:05,Wednesday,2014,7,1
2578,2014-07-30 06:25:28,Wednesday,2014,7,1
2579,2014-07-29 13:02:23,Tuesday,2014,7,1
2580,2014-07-29 10:00:00,Tuesday,2014,7,1
2581,2014-07-29 07:54:40,Tuesday,2014,7,1
2582,2014-07-29 05:48:58,Tuesday,2014,7,1
2583,2014-07-28 13:00:00,Monday,2014,7,1
2584,2014-07-28 10:30:00,Monday,2014,7,1
2585,2014-07-28 08:00:01,Monday,2014,7,1
2586,2014-07-28 05:37:09,Monday,2014,7,1
2587,2014-07-27 05:30:06,Sunday,2014,7,1
2588,2014-07-26 13:30:01,Saturday,2014,7,1
2589,2014-07-26 12:12:50,Saturday,2014,7,1
2590,2014-07-26 08:04:51,Saturday,2014,7,1
2591,2014-07-25 15:30:02,Friday,2014,7,1
2592,2014-07-25 13:30:05,Friday,2014,7,1
2593,2014-07-25 13:30:01,Friday,2014,7,1
2594,2014-07-25 10:53:21,Friday,2014,7,1
2595,2014-07-25 07:30:05,Friday,2014,7,1
2596,2014-07-25 05:56:08,Friday,2014,7,1
2597,2014-07-24 14:00:03,Thursday,2014,7,1
2598,2014-07-24 08:00:01,Thursday,2014,7,1
2599,2014-07-24 04:56:51,Thursday,2014,7,1
2600,2014-07-23 15:57:36,Wednesday,2014,7,1
2601,2014-07-23 13:30:05,Wednesday,2014,7,1
2602,2014-07-23 13:30:04,Wednesday,2014,7,1
2603,2014-07-23 10:30:03,Wednesday,2014,7,1
2604,2014-07-23 08:00:00,Wednesday,2014,7,1
2605,2014-07-23 05:30:01,Wednesday,2014,7,1
2606,2014-07-22 13:44:11,Tuesday,2014,7,1
2607,2014-07-22 10:19:23,Tuesday,2014,7,1
2608,2014-07-22 08:30:00,Tuesday,2014,7,1
2609,2014-07-22 06:15:25,Tuesday,2014,7,1
2610,2014-07-21 16:11:37,Monday,2014,7,1
2611,2014-07-21 12:51:54,Monday,2014,7,1
2612,2014-07-21 06:25:06,Monday,2014,7,1
2613,2014-07-20 12:00:03,Sunday,2014,7,1
2614,2014-07-20 09:00:01,Sunday,2014,7,1
2615,2014-07-20 05:30:00,Sunday,2014,7,1
2616,2014-07-20 05:30:00,Sunday,2014,7,1
2617,2014-07-19 13:30:08,Saturday,2014,7,1
2618,2014-07-19 11:00:03,Saturday,2014,7,1
2619,2014-07-19 07:30:01,Saturday,2014,7,1
2620,2014-07-19 05:00:03,Saturday,2014,7,1
2621,2014-07-18 12:30:01,Friday,2014,7,1
2622,2014-07-18 12:30:01,Friday,2014,7,1
2623,2014-07-18 05:48:46,Friday,2014,7,1
2624,2014-07-17 12:30:05,Thursday,2014,7,1
2625,2014-07-17 12:30:04,Thursday,2014,7,1
2626,2014-07-17 09:28:55,Thursday,2014,7,1
2627,2014-07-17 04:41:42,Thursday,2014,7,1
2628,2014-07-17 04:35:23,Thursday,2014,7,1
2629,2014-07-16 11:30:04,Wednesday,2014,7,1
2630,2014-07-16 11:30:01,Wednesday,2014,7,1
2631,2014-07-16 08:30:04,Wednesday,2014,7,1
2632,2014-07-15 12:30:04,Tuesday,2014,7,1
2633,2014-07-15 08:30:01,Tuesday,2014,7,1
2634,2014-07-15 08:30:01,Tuesday,2014,7,1
2635,2014-07-15 05:33:22,Tuesday,2014,7,1
2636,2014-07-14 14:30:00,Monday,2014,7,1
2637,2014-07-14 11:00:00,Monday,2014,7,1
2638,2014-07-14 08:30:04,Monday,2014,7,1
2639,2014-07-14 05:47:53,Monday,2014,7,1
2640,2014-07-13 12:30:01,Sunday,2014,7,1
2641,2014-07-13 09:00:01,Sunday,2014,7,1
2642,2014-07-13 05:30:03,Sunday,2014,7,1
2643,2014-07-12 13:30:09,Saturday,2014,7,1
2644,2014-07-12 11:30:06,Saturday,2014,7,1
2645,2014-07-12 11:30:01,Saturday,2014,7,1
2646,2014-07-12 05:30:05,Saturday,2014,7,1
2647,2014-07-11 18:40:19,Friday,2014,7,1
2648,2014-07-11 12:30:08,Friday,2014,7,1
2649,2014-07-11 09:30:04,Friday,2014,7,1
2650,2014-07-11 07:30:04,Friday,2014,7,1
2651,2014-07-11 05:30:03,Friday,2014,7,1
2652,2014-07-11 04:09:09,Friday,2014,7,1
2653,2014-07-10 12:30:05,Thursday,2014,7,1
2654,2014-07-10 12:30:04,Thursday,2014,7,1
2655,2014-07-10 09:30:03,Thursday,2014,7,1
2656,2014-07-10 07:30:03,Thursday,2014,7,1
2657,2014-07-10 05:00:03,Thursday,2014,7,1
2658,2014-07-09 11:30:05,Wednesday,2014,7,1
2659,2014-07-09 08:30:01,Wednesday,2014,7,1
2660,2014-07-09 06:22:57,Wednesday,2014,7,1
2661,2014-07-08 14:30:06,Tuesday,2014,7,1
2662,2014-07-08 14:30:05,Tuesday,2014,7,1
2663,2014-07-08 12:30:04,Tuesday,2014,7,1
2664,2014-07-08 10:54:24,Tuesday,2014,7,1
2665,2014-07-08 06:26:15,Tuesday,2014,7,1
2666,2014-07-07 13:30:01,Monday,2014,7,1
2667,2014-07-07 12:00:00,Monday,2014,7,1
2668,2014-07-07 10:30:01,Monday,2014,7,1
2669,2014-07-07 08:00:01,Monday,2014,7,1
2670,2014-07-07 05:37:30,Monday,2014,7,1
2671,2014-07-06 12:30:03,Sunday,2014,7,1
2672,2014-07-06 09:25:39,Sunday,2014,7,1
2673,2014-07-05 13:30:01,Saturday,2014,7,1
2674,2014-07-05 11:30:00,Saturday,2014,7,1
2675,2014-07-05 09:52:17,Saturday,2014,7,1
2676,2014-07-04 14:00:02,Friday,2014,7,1
2677,2014-07-04 11:00:01,Friday,2014,7,1
2678,2014-07-04 08:26:52,Friday,2014,7,1
2679,2014-07-04 04:56:24,Friday,2014,7,1
2680,2014-07-03 14:00:08,Thursday,2014,7,1
2681,2014-07-03 14:00:07,Thursday,2014,7,1
2682,2014-07-03 10:18:36,Thursday,2014,7,1
2683,2014-07-03 08:00:00,Thursday,2014,7,1
2684,2014-07-03 05:23:30,Thursday,2014,7,1
2685,2014-07-02 14:00:06,Wednesday,2014,7,1
2686,2014-07-02 14:00:05,Wednesday,2014,7,1
2687,2014-07-02 12:00:00,Wednesday,2014,7,1
2688,2014-07-02 10:00:00,Wednesday,2014,7,1
2689,2014-07-02 07:30:04,Wednesday,2014,7,1
2690,2014-07-02 05:00:19,Wednesday,2014,7,1
2691,2014-07-01 14:00:02,Tuesday,2014,7,1
2692,2014-07-01 11:48:55,Tuesday,2014,7,1
2693,2014-07-01 08:30:01,Tuesday,2014,7,1
2694,2014-07-01 06:17:50,Tuesday,2014,7,1
2695,2014-06-30 13:30:05,Monday,2014,6,1
2696,2014-06-30 11:30:01,Monday,2014,6,1
2697,2014-06-30 10:00:01,Monday,2014,6,1
2698,2014-06-30 08:30:01,Monday,2014,6,1
2699,2014-06-30 06:14:22,Monday,2014,6,1
2700,2014-06-29 13:50:23,Sunday,2014,6,1
2701,2014-06-27 10:30:06,Friday,2014,6,1
2702,2014-06-27 07:30:03,Friday,2014,6,1
2703,2014-06-27 04:30:04,Friday,2014,6,1
2704,2014-06-26 14:02:16,Thursday,2014,6,1
2705,2014-06-26 13:56:32,Thursday,2014,6,1
2706,2014-06-26 06:53:34,Thursday,2014,6,1
2707,2014-06-25 14:00:10,Wednesday,2014,6,1
2708,2014-06-25 12:00:33,Wednesday,2014,6,1
2709,2014-06-25 09:09:14,Wednesday,2014,6,1
2710,2014-06-25 06:30:00,Wednesday,2014,6,1
2711,2014-06-25 06:24:25,Wednesday,2014,6,1
2712,2014-06-24 15:30:04,Tuesday,2014,6,1
2713,2014-06-24 13:45:05,Tuesday,2014,6,1
2714,2014-06-24 11:00:00,Tuesday,2014,6,1
2715,2014-06-24 08:30:05,Tuesday,2014,6,1
2716,2014-06-24 06:29:29,Tuesday,2014,6,1
2717,2014-06-23 13:30:06,Monday,2014,6,1
2718,2014-06-23 11:00:04,Monday,2014,6,1
2719,2014-06-23 08:30:04,Monday,2014,6,1
2720,2014-06-23 06:15:01,Monday,2014,6,1
2721,2014-06-22 07:32:04,Sunday,2014,6,1
2722,2014-06-21 13:30:01,Saturday,2014,6,1
2723,2014-06-21 11:00:03,Saturday,2014,6,1
2724,2014-06-21 08:51:19,Saturday,2014,6,1
2725,2014-06-20 14:30:04,Friday,2014,6,1
2726,2014-06-20 12:36:05,Friday,2014,6,1
2727,2014-06-20 10:47:53,Friday,2014,6,1
2728,2014-06-20 07:11:10,Friday,2014,6,1
2729,2014-06-19 15:30:01,Thursday,2014,6,1
2730,2014-06-19 13:30:05,Thursday,2014,6,1
2731,2014-06-19 11:30:00,Thursday,2014,6,1
2732,2014-06-19 09:30:00,Thursday,2014,6,1
2733,2014-06-19 07:30:40,Thursday,2014,6,1
2734,2014-06-18 13:49:41,Wednesday,2014,6,1
2735,2014-06-18 11:32:41,Wednesday,2014,6,1
2736,2014-06-18 08:30:02,Wednesday,2014,6,1
2737,2014-06-18 06:42:17,Wednesday,2014,6,1
2738,2014-06-17 16:04:24,Tuesday,2014,6,1
2739,2014-06-17 14:00:05,Tuesday,2014,6,1
2740,2014-06-17 11:30:04,Tuesday,2014,6,1
2741,2014-06-17 11:07:43,Tuesday,2014,6,1
2742,2014-06-17 08:30:06,Tuesday,2014,6,1
2743,2014-06-17 06:00:46,Tuesday,2014,6,1
2744,2014-06-16 15:30:05,Monday,2014,6,1
2745,2014-06-16 14:05:29,Monday,2014,6,1
2746,2014-06-16 13:56:53,Monday,2014,6,1
2747,2014-06-16 11:30:00,Monday,2014,6,1
2748,2014-06-16 09:33:48,Monday,2014,6,1
2749,2014-06-16 05:08:25,Monday,2014,6,1
2750,2014-06-15 06:44:40,Sunday,2014,6,1
2751,2014-06-14 13:30:01,Saturday,2014,6,1
2752,2014-06-14 08:32:57,Saturday,2014,6,1
2753,2014-06-14 06:30:00,Saturday,2014,6,1
2754,2014-06-13 14:30:00,Friday,2014,6,1
2755,2014-06-13 12:22:32,Friday,2014,6,1
2756,2014-06-13 08:30:06,Friday,2014,6,1
2757,2014-06-13 05:42:52,Friday,2014,6,1
2758,2014-06-12 13:30:06,Thursday,2014,6,1
2759,2014-06-12 13:30:05,Thursday,2014,6,1
2760,2014-06-12 11:30:02,Thursday,2014,6,1
2761,2014-06-12 09:34:28,Thursday,2014,6,1
2762,2014-06-12 07:40:27,Thursday,2014,6,1
2763,2014-06-11 13:00:07,Wednesday,2014,6,1
2764,2014-06-11 10:30:02,Wednesday,2014,6,1
2765,2014-06-11 08:25:48,Wednesday,2014,6,1
2766,2014-06-11 06:05:29,Wednesday,2014,6,1
2767,2014-06-10 12:52:08,Tuesday,2014,6,1
2768,2014-06-10 11:01:55,Tuesday,2014,6,1
2769,2014-06-10 07:01:35,Tuesday,2014,6,1
2770,2014-06-09 13:30:04,Monday,2014,6,1
2771,2014-06-09 09:30:05,Monday,2014,6,1
2772,2014-06-09 08:30:10,Monday,2014,6,1
2773,2014-06-09 05:49:10,Monday,2014,6,1
2774,2014-06-08 12:30:00,Sunday,2014,6,1
2775,2014-06-08 10:30:03,Sunday,2014,6,1
2776,2014-06-08 09:00:01,Sunday,2014,6,1
2777,2014-06-08 07:44:00,Sunday,2014,6,1
2778,2014-06-07 13:30:00,Saturday,2014,6,1
2779,2014-06-07 08:33:34,Saturday,2014,6,1
2780,2014-06-06 13:30:08,Friday,2014,6,1
2781,2014-06-06 11:30:04,Friday,2014,6,1
2782,2014-06-06 08:17:27,Friday,2014,6,1
2783,2014-06-06 05:54:22,Friday,2014,6,1
2784,2014-06-05 14:08:41,Thursday,2014,6,1
2785,2014-06-05 13:52:48,Thursday,2014,6,1
2786,2014-06-05 11:12:22,Thursday,2014,6,1
2787,2014-06-05 08:44:51,Thursday,2014,6,1
2788,2014-06-05 07:17:06,Thursday,2014,6,1
2789,2014-06-04 13:30:00,Wednesday,2014,6,1
2790,2014-06-04 10:30:00,Wednesday,2014,6,1
2791,2014-06-04 08:09:25,Wednesday,2014,6,1
2792,2014-06-04 06:16:42,Wednesday,2014,6,1
2793,2014-06-03 13:00:00,Tuesday,2014,6,1
2794,2014-06-03 10:12:36,Tuesday,2014,6,1
2795,2014-06-03 08:03:06,Tuesday,2014,6,1
2796,2014-06-03 06:05:36,Tuesday,2014,6,1
2797,2014-06-02 14:00:01,Monday,2014,6,1
2798,2014-06-02 11:34:21,Monday,2014,6,1
2799,2014-06-02 10:06:02,Monday,2014,6,1
2800,2014-06-02 06:42:52,Monday,2014,6,1
2801,2014-06-01 13:30:01,Sunday,2014,6,1
2802,2014-06-01 11:30:01,Sunday,2014,6,1
2803,2014-06-01 09:30:00,Sunday,2014,6,1
2804,2014-06-01 07:37:22,Sunday,2014,6,1
2805,2014-05-31 13:30:00,Saturday,2014,5,1
2806,2014-05-31 11:30:01,Saturday,2014,5,1
2807,2014-05-31 09:30:01,Saturday,2014,5,1
2808,2014-05-31 07:42:29,Saturday,2014,5,1
2809,2014-05-30 13:12:06,Friday,2014,5,1
2810,2014-05-30 10:06:06,Friday,2014,5,1
2811,2014-05-30 07:15:20,Friday,2014,5,1
2812,2014-05-30 06:57:02,Friday,2014,5,1
2813,2014-05-29 11:30:00,Thursday,2014,5,1
2814,2014-05-29 08:21:42,Thursday,2014,5,1
2815,2014-05-29 05:57:44,Thursday,2014,5,1
2816,2014-05-28 14:30:05,Wednesday,2014,5,1
2817,2014-05-28 12:00:59,Wednesday,2014,5,1
2818,2014-05-28 07:30:04,Wednesday,2014,5,1
2819,2014-05-28 05:11:19,Wednesday,2014,5,1
2820,2014-05-27 14:00:07,Tuesday,2014,5,1
2821,2014-05-27 11:45:05,Tuesday,2014,5,1
2822,2014-05-27 10:18:23,Tuesday,2014,5,1
2823,2014-05-27 09:08:24,Tuesday,2014,5,1
2824,2014-05-27 05:41:22,Tuesday,2014,5,1
2825,2014-05-26 15:07:39,Monday,2014,5,1
2826,2014-05-26 14:47:47,Monday,2014,5,1
2827,2014-05-26 13:14:05,Monday,2014,5,1
2828,2014-05-26 10:35:54,Monday,2014,5,1
2829,2014-05-26 05:43:37,Monday,2014,5,1
2830,2014-05-25 09:44:11,Sunday,2014,5,1
2831,2014-05-24 14:00:06,Saturday,2014,5,1
2832,2014-05-24 10:23:29,Saturday,2014,5,1
2833,2014-05-24 06:03:56,Saturday,2014,5,1
2834,2014-05-23 13:30:03,Friday,2014,5,1
2835,2014-05-23 11:36:07,Friday,2014,5,1
2836,2014-05-23 07:53:32,Friday,2014,5,1
2837,2014-05-23 05:55:47,Friday,2014,5,1
2838,2014-05-22 14:00:04,Thursday,2014,5,1
2839,2014-05-22 11:32:01,Thursday,2014,5,1
2840,2014-05-22 09:57:47,Thursday,2014,5,1
2841,2014-05-22 08:12:24,Thursday,2014,5,1
2842,2014-05-22 05:43:58,Thursday,2014,5,1
2843,2014-05-21 11:34:18,Wednesday,2014,5,1
2844,2014-05-21 08:56:55,Wednesday,2014,5,1
2845,2014-05-21 07:45:44,Wednesday,2014,5,1
2846,2014-05-21 06:30:00,Wednesday,2014,5,1
2847,2014-05-21 05:38:53,Wednesday,2014,5,1
2848,2014-05-20 12:30:02,Tuesday,2014,5,1
2849,2014-05-20 11:08:45,Tuesday,2014,5,1
2850,2014-05-20 08:30:03,Tuesday,2014,5,1
2851,2014-05-20 07:37:57,Tuesday,2014,5,1
2852,2014-05-20 05:55:39,Tuesday,2014,5,1
2853,2014-05-19 15:33:07,Monday,2014,5,1
2854,2014-05-19 13:30:03,Monday,2014,5,1
2855,2014-05-19 13:30:03,Monday,2014,5,1
2856,2014-05-19 11:36:21,Monday,2014,5,1
2857,2014-05-19 08:16:15,Monday,2014,5,1
2858,2014-05-19 06:33:38,Monday,2014,5,1
2859,2014-05-18 13:34:11,Sunday,2014,5,1
2860,2014-05-18 11:57:03,Sunday,2014,5,1
2861,2014-05-18 08:06:53,Sunday,2014,5,1
2862,2014-05-17 13:33:15,Saturday,2014,5,1
2863,2014-05-17 10:30:06,Saturday,2014,5,1
2864,2014-05-17 08:30:03,Saturday,2014,5,1
2865,2014-05-17 05:47:54,Saturday,2014,5,1
